seed,ensemble_pair,ensemble_ext,posthoc_head,ae_pl_baseline
42,86.77600380708537,85.98220217995167,80.22246514859643,86.06156713864996
43,86.9449204145831,,84.22568231818659,86.17286052900852
44,87.22657479387156,85.49985480165603,85.37601809885955,85.47089115293566
